,Method,Test,IsFlaky,project
2613,2555,org.assertj.core.internal.bytearrays.ByteArrays_assertContainsSequence_Test#should_fail_if_sequence_is_bigger_than_actual,0,graphs/assertj-core/19
2614,2599,org.assertj.core.internal.bytearrays.ByteArrays_assertContainsSequence_Test#should_fail_if_actual_contains_first_elements_of_sequence,0,graphs/assertj-core/19
2615,2654,org.assertj.core.internal.bytearrays.ByteArrays_assertContainsSequence_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not_whatever_custom_comparison_strategy_is,0,graphs/assertj-core/19
2616,2521,org.assertj.core.internal.bytearrays.ByteArrays_assertContainsSequence_Test#should_throw_error_if_sequence_is_null,0,graphs/assertj-core/19
2617,2532,org.assertj.core.internal.bytearrays.ByteArrays_assertContainsSequence_Test#should_pass_if_actual_and_given_values_are_empty,0,graphs/assertj-core/19
2618,2619,org.assertj.core.internal.bytearrays.ByteArrays_assertContainsSequence_Test#should_pass_if_actual_contains_sequence,0,graphs/assertj-core/19
2619,2959,org.assertj.core.internal.bytearrays.ByteArrays_assertContainsSequence_Test#should_pass_if_actual_contains_sequence_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2620,2858,org.assertj.core.internal.bytearrays.ByteArrays_assertContainsSequence_Test#should_fail_if_sequence_is_bigger_than_actual_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2621,2637,org.assertj.core.internal.bytearrays.ByteArrays_assertContainsSequence_Test#should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,graphs/assertj-core/19
2622,5930,org.assertj.core.condition.AllOf_allOf_with_array_Test#should_create_new_AllOf_with_passed_Conditions,0,graphs/assertj-core/19
2623,5393,org.assertj.core.internal.paths.Paths_assertStartsWith_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2624,5483,org.assertj.core.internal.paths.Paths_assertStartsWith_Test#should_fail_if_actual_does_not_start_with_other,0,graphs/assertj-core/19
2625,5540,org.assertj.core.internal.paths.Paths_assertStartsWith_Test#should_succeed_if_actual_starts_with_other,0,graphs/assertj-core/19
2626,5399,org.assertj.core.internal.paths.Paths_assertStartsWith_Test#should_fail_if_other_is_null,0,graphs/assertj-core/19
2627,5411,org.assertj.core.internal.paths.Paths_assertStartsWith_Test#should_throw_PathsException_if_actual_cannot_be_resolved,0,graphs/assertj-core/19
2628,5435,org.assertj.core.internal.paths.Paths_assertStartsWith_Test#should_throw_PathsException_if_other_cannot_be_resolved,0,graphs/assertj-core/19
2629,9667,org.assertj.core.data.Offset_offset_with_Integer_Test#should_throw_error_if_value_is_negative,0,graphs/assertj-core/19
2630,9657,org.assertj.core.data.Offset_offset_with_Integer_Test#should_throw_error_if_value_is_null,0,graphs/assertj-core/19
2631,9679,org.assertj.core.data.Offset_offset_with_Integer_Test#should_create_Offset,0,graphs/assertj-core/19
2632,2090,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_throw_error_if_sequence_is_null,0,graphs/assertj-core/19
2633,2100,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_pass_if_actual_and_sequence_are_empty,0,graphs/assertj-core/19
2634,2199,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_fail_if_actual_starts_with_first_elements_of_sequence_only,0,graphs/assertj-core/19
2635,2164,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_fail_if_sequence_is_bigger_than_actual,0,graphs/assertj-core/19
2636,2182,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_fail_if_actual_does_not_start_with_sequence,0,graphs/assertj-core/19
2637,2270,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_fail_if_actual_does_not_start_with_sequence_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2638,2119,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2639,2225,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_pass_if_actual_starts_with_sequence,0,graphs/assertj-core/19
2640,2324,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_pass_if_actual_and_sequence_are_equal_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2641,2235,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_pass_if_actual_and_sequence_are_equal,0,graphs/assertj-core/19
2642,2246,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_pass_if_infinite_iterable_starts_with_given_sequence,0,graphs/assertj-core/19
2643,2289,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_fail_if_actual_starts_with_first_elements_of_sequence_only_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2644,2109,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_fail_if_sequence_to_look_for_is_empty_and_actual_is_not,0,graphs/assertj-core/19
2645,2318,org.assertj.core.internal.iterables.Iterables_assertStartsWith_Test#should_pass_if_actual_starts_with_sequence_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2646,3741,org.assertj.core.internal.objects.Objects_assertIsOfClassIn_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2647,3732,org.assertj.core.internal.objects.Objects_assertIsOfClassIn_Test#should_throw_error_if_type_is_null,0,graphs/assertj-core/19
2648,3722,org.assertj.core.internal.objects.Objects_assertIsOfClassIn_Test#should_pass_if_actual_is_of_class_in_types,0,graphs/assertj-core/19
2649,3757,org.assertj.core.internal.objects.Objects_assertIsOfClassIn_Test#should_fail_if_actual_is_not_of_class_in_types,0,graphs/assertj-core/19
2650,3779,org.assertj.core.internal.objects.Objects_assertIsOfClassIn_Test#should_fail_if_actual_is_not_of_class_in_empty_types,0,graphs/assertj-core/19
2651,406,org.assertj.core.error.ElementsShouldBeExactly_create_Test#should_create_error_message,0,graphs/assertj-core/19
2652,3806,org.assertj.core.internal.objects.Objects_assertDoesNotHaveNotSameClassAs_Test#should_throw_error_if_type_is_null,0,graphs/assertj-core/19
2653,3829,org.assertj.core.internal.objects.Objects_assertDoesNotHaveNotSameClassAs_Test#should_fail_if_actual_has_same_type_as_other,0,graphs/assertj-core/19
2654,3801,org.assertj.core.internal.objects.Objects_assertDoesNotHaveNotSameClassAs_Test#should_pass_if_actual_does_not_have_not_same_class_as_other,0,graphs/assertj-core/19
2655,3813,org.assertj.core.internal.objects.Objects_assertDoesNotHaveNotSameClassAs_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2656,8998,org.assertj.core.api.Assertions_tuple_Test#should_create_tuple,0,graphs/assertj-core/19
2657,7709,org.assertj.core.api.date.DateAssert_hasSameTimeAsDateInString_Test#should_verify_that_date_has_same_time_as_string_from_date,0,graphs/assertj-core/19
2658,7719,org.assertj.core.api.date.DateAssert_hasSameTimeAsDateInString_Test#should_fail_when_checking_if_date_has_same_time_as_other_date,0,graphs/assertj-core/19
2659,7736,org.assertj.core.api.date.DateAssert_hasSameTimeAsDateInString_Test#should_fail_when_actual_is_null,0,graphs/assertj-core/19
2660,7748,org.assertj.core.api.date.DateAssert_hasSameTimeAsDateInString_Test#should_throw_exception_when_date_is_null,0,graphs/assertj-core/19
2661,7690,org.assertj.core.api.date.DateAssert_hasSameTimeAsDateInString_Test#should_verify_that_date_has_time_same_as_string_from_timestamp,0,graphs/assertj-core/19
2662,325,org.assertj.core.error.ShouldNotBeInstanceOfAny_create_Test#should_create_error_message,0,graphs/assertj-core/19
2663,1237,org.assertj.core.internal.classes.Classes_assertIsInterface_Test#should_fail_if_actual_is_not_an_interface,0,graphs/assertj-core/19
2664,1219,org.assertj.core.internal.classes.Classes_assertIsInterface_Test#should_pass_if_actual_is_an_interface,0,graphs/assertj-core/19
2665,1207,org.assertj.core.internal.classes.Classes_assertIsInterface_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2666,2149,org.assertj.core.internal.iterables.Iterables_assertAreNot_Test#should_fail_if_condition_is_met,0,graphs/assertj-core/19
2667,2124,org.assertj.core.internal.iterables.Iterables_assertAreNot_Test#should_pass_if_each_element_not_satisfies_condition,0,graphs/assertj-core/19
2668,2135,org.assertj.core.internal.iterables.Iterables_assertAreNot_Test#should_throw_error_if_condition_is_null,0,graphs/assertj-core/19
2669,783,org.assertj.core.util.Files_currentFolder_Test#should_return_current_folder,0,graphs/assertj-core/19
2670,2089,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_fail_if_sequence_is_bigger_than_actual,0,graphs/assertj-core/19
2671,2177,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_fail_if_actual_contains_first_elements_of_sequence_but_not_whole_sequence,0,graphs/assertj-core/19
2672,2241,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_pass_if_actual_and_sequence_are_equal,0,graphs/assertj-core/19
2673,2163,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_fail_if_actual_does_not_contain_whole_sequence,0,graphs/assertj-core/19
2674,2272,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_fail_if_actual_does_not_contain_whole_sequence_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2675,2051,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_pass_if_actual_and_given_values_are_empty,0,graphs/assertj-core/19
2676,2062,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not,0,graphs/assertj-core/19
2677,2293,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_fail_if_actual_contains_first_elements_of_sequence_but_not_whole_sequence_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2678,2072,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2679,2048,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_throw_error_if_sequence_is_null,0,graphs/assertj-core/19
2680,2202,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_pass_if_actual_contains_sequence,0,graphs/assertj-core/19
2681,2312,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_pass_if_actual_contains_sequence_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2682,2256,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_pass_if_actual_contains_both_partial_and_complete_sequence,0,graphs/assertj-core/19
2683,2321,org.assertj.core.internal.iterables.Iterables_assertContainsSequence_Test#should_pass_if_actual_and_sequence_are_equal_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2684,4509,org.assertj.core.internal.characters.Characters_assertGreaterThan_Test#should_fail_if_actual_is_less_than_other,0,graphs/assertj-core/19
2685,4461,org.assertj.core.internal.characters.Characters_assertGreaterThan_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2686,4650,org.assertj.core.internal.characters.Characters_assertGreaterThan_Test#should_fail_if_actual_is_less_than_other_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2687,4475,org.assertj.core.internal.characters.Characters_assertGreaterThan_Test#should_pass_if_actual_is_greater_than_other,0,graphs/assertj-core/19
2688,4487,org.assertj.core.internal.characters.Characters_assertGreaterThan_Test#should_fail_if_actual_is_equal_to_other,0,graphs/assertj-core/19
2689,4553,org.assertj.core.internal.characters.Characters_assertGreaterThan_Test#should_fail_if_actual_is_equal_to_other_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2690,4538,org.assertj.core.internal.characters.Characters_assertGreaterThan_Test#should_pass_if_actual_is_greater_than_other_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2691,3112,org.assertj.core.internal.objectarrays.ObjectArrays_assertAreAtLeast_Test#should_fail_if_condition_is_not_met_enought,0,graphs/assertj-core/19
2692,3065,org.assertj.core.internal.objectarrays.ObjectArrays_assertAreAtLeast_Test#should_pass_if_satisfies_at_least_times_condition,0,graphs/assertj-core/19
2693,3097,org.assertj.core.internal.objectarrays.ObjectArrays_assertAreAtLeast_Test#should_throw_error_if_condition_is_null,0,graphs/assertj-core/19
2694,3083,org.assertj.core.internal.objectarrays.ObjectArrays_assertAreAtLeast_Test#should_pass_if_all_satisfies_condition_,0,graphs/assertj-core/19
2695,821,org.assertj.core.util.ArrayWrapperList_wrap_Test#should_return_null_if_array_is_null,0,graphs/assertj-core/19
2696,811,org.assertj.core.util.ArrayWrapperList_wrap_Test#should_create_ArrayWrapperList_if_array_is_not_null,0,graphs/assertj-core/19
2697,827,org.assertj.core.util.ArrayWrapperList_wrap_Test#should_throw_error_if_parameter_is_not_array,0,graphs/assertj-core/19
2698,3760,org.assertj.core.internal.files.Files_assertHasExtension_Test#should_throw_error_if_actual_does_not_have_the_expected_extension,0,graphs/assertj-core/19
2699,3663,org.assertj.core.internal.files.Files_assertHasExtension_Test#should_throw_npe_if_extension_is_null,0,graphs/assertj-core/19
2700,3676,org.assertj.core.internal.files.Files_assertHasExtension_Test#should_throw_error_if_actual_is_not_a_file,0,graphs/assertj-core/19
2701,3655,org.assertj.core.internal.files.Files_assertHasExtension_Test#should_throw_error_if_actual_is_null,0,graphs/assertj-core/19
2702,3824,org.assertj.core.internal.files.Files_assertHasExtension_Test#should_pass_if_actual_has_expected_extension,0,graphs/assertj-core/19
2703,1853,org.assertj.core.internal.throwables.Throwables_assertHasMessageEnding_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2704,1937,org.assertj.core.internal.throwables.Throwables_assertHasMessageEnding_Test#should_fail_if_actual_has_message_not_ending_with_expected_description,0,graphs/assertj-core/19
2705,1848,org.assertj.core.internal.throwables.Throwables_assertHasMessageEnding_Test#should_pass_if_actual_has_message_ending_with_expected_description,0,graphs/assertj-core/19
2706,3143,org.assertj.core.internal.objectarrays.ObjectArrays_assertDoNotHave_Test#should_throw_error_if_condition_is_null,0,graphs/assertj-core/19
2707,3131,org.assertj.core.internal.objectarrays.ObjectArrays_assertDoNotHave_Test#should_pass_if_each_element_satisfies_condition,0,graphs/assertj-core/19
2708,3171,org.assertj.core.internal.objectarrays.ObjectArrays_assertDoNotHave_Test#should_fail_if_condition_is_met,0,graphs/assertj-core/19
2709,579,org.assertj.core.util.Hexadecimals_Test#should_return_hexadecimal_representation_of_byte,0,graphs/assertj-core/19
2710,2889,org.assertj.core.internal.longs.Longs_assertIsNotZero_Test#should_fail_since_actual_is_not_zero_whatever_custom_comparison_strategy_is,0,graphs/assertj-core/19
2711,2874,org.assertj.core.internal.longs.Longs_assertIsNotZero_Test#should_fail_since_actual_is_zero,0,graphs/assertj-core/19
2712,2882,org.assertj.core.internal.longs.Longs_assertIsNotZero_Test#should_succeed_since_actual_is_zero_whatever_custom_comparison_strategy_is,0,graphs/assertj-core/19
2713,2868,org.assertj.core.internal.longs.Longs_assertIsNotZero_Test#should_succeed_since_actual_is_not_zero,0,graphs/assertj-core/19
2714,5816,org.assertj.core.internal.maps.Maps_assertDoesNotContainKey_Test#should_success_if_key_is_null,0,graphs/assertj-core/19
2715,5809,org.assertj.core.internal.maps.Maps_assertDoesNotContainKey_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2716,5831,org.assertj.core.internal.maps.Maps_assertDoesNotContainKey_Test#should_fail_if_actual_does_not_contain_key,0,graphs/assertj-core/19
2717,5803,org.assertj.core.internal.maps.Maps_assertDoesNotContainKey_Test#should_pass_if_actual_contains_given_key,0,graphs/assertj-core/19
2718,1374,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_pass_if_actual_contains_given_values_only_in_different_order,0,graphs/assertj-core/19
2719,1594,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_pass_if_actual_contains_given_values_only_even_if_duplicated_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2720,1362,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_pass_if_actual_contains_given_values_only,0,graphs/assertj-core/19
2721,1460,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_pass_if_actual_and_given_values_are_empty,0,graphs/assertj-core/19
2722,1447,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_pass_if_actual_contains_given_values_only_even_if_duplicated,0,graphs/assertj-core/19
2723,1645,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_throw_error_if_array_of_values_to_look_for_is_null_whatever_custom_comparison_strategy_is,0,graphs/assertj-core/19
2724,1467,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not,0,graphs/assertj-core/19
2725,1388,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_fail_if_actual_contains_given_values_only_more_than_once,0,graphs/assertj-core/19
2726,1531,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_pass_if_actual_contains_given_values_only_in_different_order_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2727,1652,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,graphs/assertj-core/19
2728,1475,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_throw_error_if_array_of_values_to_look_for_is_null,0,graphs/assertj-core/19
2729,1497,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_fail_if_actual_does_not_contain_given_values_only,0,graphs/assertj-core/19
2730,1662,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_fail_if_actual_does_not_contain_given_values_only_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2731,1485,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2732,1607,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not_whatever_custom_comparison_strategy_is,0,graphs/assertj-core/19
2733,1539,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_fail_if_actual_contains_given_values_only_more_than_once_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2734,1526,org.assertj.core.internal.shortarrays.ShortArrays_assertContainsOnlyOnce_Test#should_pass_if_actual_contains_given_values_only_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2735,4150,org.assertj.core.internal.strings.Strings_assertContains_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2736,4085,org.assertj.core.internal.strings.Strings_assertContains_Test#should_fail_if_actual_does_not_contain_sequence,0,graphs/assertj-core/19
2737,4173,org.assertj.core.internal.strings.Strings_assertContains_Test#should_fail_if_actual_does_not_contain_all_given_strings,0,graphs/assertj-core/19
2738,4121,org.assertj.core.internal.strings.Strings_assertContains_Test#should_fail_if_actual_contains_sequence_but_in_different_case,0,graphs/assertj-core/19
2739,4242,org.assertj.core.internal.strings.Strings_assertContains_Test#should_pass_if_actual_contains_all_given_strings_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2740,4253,org.assertj.core.internal.strings.Strings_assertContains_Test#should_fail_if_actual_does_not_contain_sequence_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2741,4221,org.assertj.core.internal.strings.Strings_assertContains_Test#should_pass_if_actual_contains_sequence_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2742,4276,org.assertj.core.internal.strings.Strings_assertContains_Test#should_fail_if_actual_does_not_contain_all_given_strings_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2743,4211,org.assertj.core.internal.strings.Strings_assertContains_Test#should_pass_if_actual_contains_all_given_strings,0,graphs/assertj-core/19
2744,4139,org.assertj.core.internal.strings.Strings_assertContains_Test#should_throw_error_if_sequence_is_null,0,graphs/assertj-core/19
2745,4160,org.assertj.core.internal.strings.Strings_assertContains_Test#should_pass_if_actual_contains_sequence,0,graphs/assertj-core/19
2746,145,org.assertj.core.error.ShouldBeLess_create_Test#should_create_error_message_with_custom_comparison_strategy,0,graphs/assertj-core/19
2747,106,org.assertj.core.error.ShouldBeLess_create_Test#should_create_error_message,0,graphs/assertj-core/19
2748,3791,org.assertj.core.internal.objects.Objects_assertIsNotInstanceOfAny_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2749,3709,org.assertj.core.internal.objects.Objects_assertIsNotInstanceOfAny_Test#should_throw_error_if_array_of_types_is_null,0,graphs/assertj-core/19
2750,3720,org.assertj.core.internal.objects.Objects_assertIsNotInstanceOfAny_Test#should_throw_error_if_array_of_types_is_empty,0,graphs/assertj-core/19
2751,3700,org.assertj.core.internal.objects.Objects_assertIsNotInstanceOfAny_Test#should_pass_if_actual_is_not_instance_of_any_type,0,graphs/assertj-core/19
2752,3733,org.assertj.core.internal.objects.Objects_assertIsNotInstanceOfAny_Test#should_throw_error_if_array_of_types_has_null_elements,0,graphs/assertj-core/19
2753,3802,org.assertj.core.internal.objects.Objects_assertIsNotInstanceOfAny_Test#should_fail_if_actual_is_instance_of_any_type,0,graphs/assertj-core/19
2754,594,org.assertj.core.util.Introspection_getProperty_Test#get_descriptor_for_property,0,graphs/assertj-core/19
2755,631,org.assertj.core.util.Introspection_getProperty_Test#should_raise_an_error_because_of_non_public_getter,0,graphs/assertj-core/19
2756,610,org.assertj.core.util.Introspection_getProperty_Test#should_raise_an_error_because_of_missing_getter,0,graphs/assertj-core/19
2757,3696,org.assertj.core.internal.files.Files_assertIsDirectory_Test#should_fail_if_actual_is_not_directory,0,graphs/assertj-core/19
2758,3628,org.assertj.core.internal.files.Files_assertIsDirectory_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2759,3735,org.assertj.core.internal.files.Files_assertIsDirectory_Test#should_pass_if_actual_is_directory,0,graphs/assertj-core/19
2760,3022,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_throw_error_if_array_of_values_to_look_for_is_null,0,graphs/assertj-core/19
2761,3044,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_fail_if_actual_does_not_contain_given_values_exactly,0,graphs/assertj-core/19
2762,3031,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2763,3173,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_pass_if_actual_contains_given_values_exactly_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2764,3183,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_fail_if_actual_does_not_contain_given_values_exactly_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2765,3094,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_fail_if_actual_contains_all_given_values_but_in_different_order,0,graphs/assertj-core/19
2766,2998,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_pass_if_actual_and_given_values_are_empty,0,graphs/assertj-core/19
2767,2963,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_pass_if_actual_contains_exactly_given_values,0,graphs/assertj-core/19
2768,3007,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not,0,graphs/assertj-core/19
2769,3116,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_fail_if_actual_contains_all_given_values_but_size_differ,0,graphs/assertj-core/19
2770,3014,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_fail_if_arrays_have_different_sizes,0,graphs/assertj-core/19
2771,3212,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_fail_if_actual_contains_all_given_values_in_different_order_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2772,2979,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsExactly_Test#should_pass_if_actual_contains_given_values_exactly_with_null_elements,0,graphs/assertj-core/19
2773,4075,org.assertj.core.internal.chararrays.CharArrays_assertDoesNotHaveDuplicates_Test#should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0,graphs/assertj-core/19
2774,4087,org.assertj.core.internal.chararrays.CharArrays_assertDoesNotHaveDuplicates_Test#should_fail_if_actual_contains_duplicates_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2775,4066,org.assertj.core.internal.chararrays.CharArrays_assertDoesNotHaveDuplicates_Test#should_pass_if_actual_is_empty_whatever_custom_comparison_strategy_is,0,graphs/assertj-core/19
2776,3891,org.assertj.core.internal.chararrays.CharArrays_assertDoesNotHaveDuplicates_Test#should_pass_if_actual_is_empty,0,graphs/assertj-core/19
2777,3908,org.assertj.core.internal.chararrays.CharArrays_assertDoesNotHaveDuplicates_Test#should_fail_if_actual_contains_duplicates,0,graphs/assertj-core/19
2778,3885,org.assertj.core.internal.chararrays.CharArrays_assertDoesNotHaveDuplicates_Test#should_pass_if_actual_does_not_have_duplicates,0,graphs/assertj-core/19
2779,3897,org.assertj.core.internal.chararrays.CharArrays_assertDoesNotHaveDuplicates_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2780,4060,org.assertj.core.internal.chararrays.CharArrays_assertDoesNotHaveDuplicates_Test#should_pass_if_actual_does_not_have_duplicates_according_to_custom_comparison_strategy,0,graphs/assertj-core/19
2781,3670,org.assertj.core.internal.files.BinaryDiff_diff_File_byteArray_Test#should_return_diff_if_expected_is_shorter,0,graphs/assertj-core/19
2782,3610,org.assertj.core.internal.files.BinaryDiff_diff_File_byteArray_Test#should_return_no_diff_if_file_and_array_have_equal_content,0,graphs/assertj-core/19
2783,3632,org.assertj.core.internal.files.BinaryDiff_diff_File_byteArray_Test#should_return_diff_if_inputstreams_differ_on_one_byte,0,graphs/assertj-core/19
2784,3646,org.assertj.core.internal.files.BinaryDiff_diff_File_byteArray_Test#should_return_diff_if_actual_is_shorter,0,graphs/assertj-core/19
2785,1790,org.assertj.core.internal.ComparatorBasedComparisonStrategy_isGreaterThanOrEqualTo_Test#should_pass,0,graphs/assertj-core/19
2786,1813,org.assertj.core.internal.ComparatorBasedComparisonStrategy_isGreaterThanOrEqualTo_Test#should_fail_if_a_parameter_is_not_comparable,0,graphs/assertj-core/19
2787,5916,org.assertj.core.condition.DoesNotHave_toString_Test#should_implement_toString_showing_descriptions_of_inner_Conditions,0,graphs/assertj-core/19
2788,4401,org.assertj.core.internal.bytes.Bytes_assertIsStrictlyBetween_Test#should_fail_if_actual_is_null,0,graphs/assertj-core/19
2789,4511,org.assertj.core.internal.bytes.Bytes_assertIsStrictlyBetween_Test#should_fail_if_actual_is_not_in_range_start,0,graphs/assertj-core/19
2790,4435,org.assertj.core.internal.bytes.Bytes_assertIsStrictlyBetween_Test#should_pass_if_actual_is_in_range,0,graphs/assertj-core/19
2791,4479,org.assertj.core.internal.bytes.Bytes_assertIsStrictlyBetween_Test#should_fail_if_actual_is_equal_to_range_end,0,graphs/assertj-core/19
2792,4414,org.assertj.core.internal.bytes.Bytes_assertIsStrictlyBetween_Test#should_fail_if_start_is_null,0,graphs/assertj-core/19
2793,4425,org.assertj.core.internal.bytes.Bytes_assertIsStrictlyBetween_Test#should_fail_if_end_is_null,0,graphs/assertj-core/19
2794,4547,org.assertj.core.internal.bytes.Bytes_assertIsStrictlyBetween_Test#should_fail_if_actual_is_not_in_range_end,0,graphs/assertj-core/19
2795,4449,org.assertj.core.internal.bytes.Bytes_assertIsStrictlyBetween_Test#should_fail_if_actual_is_equal_to_range_start,0,graphs/assertj-core/19
2796,5484,org.assertj.core.internal.shorts.Shorts_assertIsPositive_Test#should_succeed_since_actual_is_positive,0,graphs/assertj-core/19
